title,depth,parent,files,subcats,theme,campaign,truncated
Category:Religion in Uganda,2,Category:Culture of Uganda,11,14,Culture,,0
Category:Saddam Juma,3,Category:People of Uganda,11,0,Other,,0
"Category:Sir Apollo Kaggwa's mausoleum, residential house, church at Manyangwa",3,"Category:National Cultural Sites in Central Region, Uganda",11,0,Other,,0
Category:Soroti District,4,"Category:Eastern Region, Uganda",11,1,Geography,,1
Category:Statistics of Uganda,2,Category:Uganda by topic,11,3,Charts and data,,0
Category:Stella Nyanzi,4,Category:Women of Uganda by name,11,0,Other,,1
Category:Sugar cane in Uganda,3,Category:Agriculture in Uganda,11,0,Other,,0
Category:Tom Dradriga,4,Category:Men of Uganda by name,11,0,Other,,1
"Category:Tororo, Uganda",4,"Category:Eastern Region, Uganda",11,3,Other,,1
Category:Towns in Uganda,4,Category:Populated places in Uganda,11,32,Geography,,1
Category:Toyota vehicles in Uganda,4,Category:Vehicles in Uganda by brand,11,0,Other,,1
Category:Tutsi,3,Category:Ethnic groups in Uganda,11,1,Other,,0
Category:Uganda Museum main building,4,Category:Uganda Museum,11,0,Buildings,,1
Category:Uganda in the 1860s,3,Category:Uganda by decade,11,0,Other,,0
Category:Uganda in the 21st century,3,Category:Uganda by century,11,13,Other,,0
Category:Unidentified Orthoptera of Uganda,4,Category:Unidentified insects of Uganda,11,0,Other,,1
Category:Unidentified men of Uganda,4,Category:Men of Uganda,11,0,People,,1
Category:Wandegeya,4,Category:Neighbourhoods in Uganda,11,1,Other,,1
Category:Wiki Loves Africa 2017 in Uganda Launch and Upload Event,3,Category:Wikimedia events in Uganda,11,0,History,Wiki Loves Africa,0
Category:WikiGap 2018 in Uganda,3,Category:2018 Wikimedia movement in Uganda,11,0,History,,0
Category:Wikimedia 25 in Uganda,3,Category:Wikimedia events in Uganda,11,0,Wikimedia community,,0
Category:Women's health in Uganda,2,Category:Health in Uganda,11,2,People,,0
Category:Women's sports in Uganda,3,Category:Sports in Uganda,11,3,People,,0
Category:Zombo District,4,"Category:Northern Region, Uganda",11,0,Geography,,1
Category:1972 in Uganda,3,Category:Uganda by year,10,3,History,,0
Category:2013 in Uganda,3,Category:Uganda by year,10,6,History,,0
Category:Aerial photographs of animals in Uganda,4,Category:Animals of Uganda,10,0,Environment,,1
Category:Amphibians of Uganda,4,Category:Animals of Uganda,10,0,Other,,1
Category:Art & Feminism in Uganda,3,Category:Wikimedia Community User Group Uganda,10,5,Culture,,0
Category:Bamboo products of Uganda,3,Category:Products of Uganda,10,0,Other,,0
Category:Betty Amongi,4,Category:Women of Uganda by name,10,0,Other,,1
Category:Budongo Forest,4,Category:Forests in Uganda,10,0,Environment,,1
Category:Busia District,4,"Category:Eastern Region, Uganda",10,1,Geography,,1
Category:Businesspeople from Uganda,3,Category:People of Uganda by occupation,10,3,Other,,0
Category:Chandeliers in mosques in Uganda,4,Category:Mosque elements in Uganda,10,0,Culture,,1
Category:Crater lakes of Uganda,4,Category:Lakes of Uganda,10,3,Geography,,1
Category:Daudi Cwa II of Buganda,4,Category:Men of Uganda by name,10,0,Other,,1
Category:Displaced persons in Uganda,3,Category:People of Uganda,10,2,People,,0
Category:Entomophagy in Uganda,4,Category:Cuisine of Uganda,10,0,Other,,1
Category:Events in Kampala,3,Category:Events in Uganda,10,1,Other,,0
Category:Firinda,4,Category:Cuisine of Uganda,10,0,Other,,1
Category:Folklore of Uganda,2,Category:Culture of Uganda,10,9,Culture,,0
Category:Granaries in Uganda,3,Category:Buildings in Uganda by function,10,0,Other,,0
Category:Impatiens tinctoria,4,Category:Flora of Uganda,10,0,Other,,1
Category:Kalinzu Central Forest Reserve,4,Category:Protected areas of Uganda,10,0,Environment,,1
Category:Kibubura Graves,3,"Category:National Cultural Sites in Western Region, Uganda",10,0,Culture,,0
Category:Kinaawa High School Kawempe,3,Category:Schools in Uganda,10,0,Buildings,,0
Category:Kinyarwanda language,3,Category:Languages of Uganda,10,6,Other,,0
Category:Lake Kyoga Complex,4,Category:Lakes of Uganda,10,3,Geography,,1
Category:Lango sub-region,4,Category:Subdivisions of Uganda,10,0,Geography,,1
Category:Luganda language,3,Category:Languages of Uganda,10,2,Other,,0
Category:Maps of Buganda,3,Category:Buganda,10,0,Geography,,0
"Category:Maps of Jinja, Uganda",3,Category:Maps of Uganda,10,0,Geography,,0
Category:Maps of regions of Uganda,3,Category:Regions of Uganda,10,1,Geography,,0
Category:Maps of sub-regions of Uganda,4,Category:Maps of subdivisions of Uganda,10,1,Geography,,1
Category:Matugga (town),4,Category:Populated places in Uganda,10,0,Other,,1
Category:Mount Baker (Rwenzori),4,Category:Mountains of Uganda,10,0,Other,,1
Category:Mubende District,4,"Category:Central Region, Uganda",10,1,Geography,,1
Category:Mutesa II Stadium,4,Category:Sports in Kampala,10,0,Sports,,1
Category:National Library of Uganda,3,"Category:National Cultural Sites in Central Region, Uganda",10,0,Other,,0
Category:Netball in Uganda,4,Category:Sports in Uganda by sport,10,5,Sports,,1
Category:Ntoroko District,4,"Category:Western Region, Uganda",10,0,Geography,,1
Category:Orange sunsets of Uganda,4,Category:Sunsets of Uganda by color,10,0,Other,,1
Category:Patients in Uganda,3,Category:Healthcare in Uganda,10,0,Other,,0
Category:Photos of Uganda by ISS Expedition 20 Crew Earth Observations,4,Category:Photos of Uganda from ISS,10,0,Other,,1
Category:Pontederia crassipes in Uganda,4,Category:Commelinales in Uganda,10,0,Other,,1
Category:Readers in Uganda,3,Category:People of Uganda by occupation,10,0,Other,,0
Category:SVG historical flags of Uganda,3,Category:Historical flags of Uganda,10,0,History,,0
Category:Semei Kakungulu Museum,4,Category:Community Museums in Uganda,10,0,Buildings,,1
Category:Simon Mulongo,4,Category:Men of Uganda by name,10,0,Other,,1
Category:Sisiyi Falls,4,Category:Waterfalls in Uganda,10,0,Other,,1
Category:Swahili text,4,Category:Swahili language,10,5,Other,,1
"Category:The Albert N'yanza, great basin of the Nile, and explorations of the Nile sources (1867)",4,Category:Books about Lake Victoria,10,0,Other,,1
Category:Vanessa Erogbogbo,3,Category:Economists from Uganda,10,1,Other,,0
Category:WOUGNET,3,Category:Technology in Uganda,10,0,Other,,0
Category:WikiGap 2022 in Uganda,3,Category:2022 Wikimedia movement in Uganda,10,0,History,,0
Category:1910 maps of Uganda,4,Category:Maps of Uganda by year,9,0,Geography,,1
Category:2009 in Uganda,3,Category:Uganda by year,9,5,History,,0
Category:2023 in Kampala,4,Category:2023 in Uganda,9,0,Other,,1
Category:2023 in Uganda,3,Category:Uganda by year,9,9,History,,0
Category:AMISOM Gender Workshop June 2013,3,Category:Events in Uganda,9,0,Other,,0
Category:AMISOM Retreat in Kampala Uganda January 2015,3,Category:Events in Uganda,9,0,Other,,0
Category:Alexander Murdoch Mackay,4,Category:Christianity in Uganda,9,3,Other,,1
Category:Animals of Uganda,3,Category:Biology in Uganda,9,30,Environment,,0
Category:Anita Among,2,Category:Speaker of the Parliament of Uganda,9,0,Other,,0
Category:Anti-homosexuality laws of Uganda,3,Category:International relations of Uganda,9,0,Other,,0
Category:Bobi Wine,4,Category:Men of Uganda by name,9,0,Other,,1
Category:Borassus aethiopum in Uganda,4,Category:Flora of Uganda,9,0,Other,,1
Category:Brewing in Uganda,2,Category:Activities in Uganda,9,1,Other,,0
Category:Bugema University,4,Category:Universities in Uganda,9,0,Other,,1
Category:Buliisa District,4,"Category:Western Region, Uganda",9,0,Geography,,1
Category:Butaleja District,4,"Category:Eastern Region, Uganda",9,0,Geography,,1
Category:Chess in Uganda,4,Category:Sports in Uganda by sport,9,1,Other,,1
Category:Clans of Ankole,3,Category:Kingdom of Ankole,9,0,People,,0
Category:Crispus Kiyonga,3,Category:Physicians from Uganda,9,0,Other,,0
Category:Cycling people in Uganda,3,Category:People in Uganda,9,0,People,,0
Category:Edrisa Lubega,4,Category:Men of Uganda by name,9,0,Other,,1
Category:Election maps of Uganda,3,Category:Political maps of Uganda,9,0,Geography,,0
Category:Election posters in Uganda,4,Category:Posters of Uganda,9,0,Government,,1
Category:Environment of Uganda,3,Category:Nature of Uganda,9,8,Environment,,0
Category:Female sportspeople from Uganda,4,Category:Women of Uganda by occupation,9,2,Other,,1
Category:Fences in Uganda,3,Category:Architectural elements in Uganda,9,1,Other,,0
Category:Flags of political parties in Uganda,3,Category:Political flags of Uganda,9,0,Government,,0
Category:Geographic Centre of Uganda (Amolatar Monument),3,Category:Ethnic groups in Uganda,9,0,Buildings,,0
Category:Hats of Uganda,3,Category:Clothing of Uganda,9,0,Other,,0
Category:Hilda Twongyeirwe,4,Category:Women of Uganda by name,9,0,Other,,1
Category:Hunting in Uganda,2,Category:Culture of Uganda,9,0,Other,,0
Category:Islands of Uganda,3,Category:Landforms of Uganda,9,4,Geography,,0
Category:Janet Museveni,4,Category:Women of Uganda by name,9,0,Other,,1
Category:Jeje Odongo,4,Category:Government ministers of Uganda,9,0,Other,,1
Category:Kampala Hilton Hotel,4,Category:Hotels in Kampala,9,0,Other,,1
Category:Kamuli District,4,"Category:Eastern Region, Uganda",9,1,Geography,,1
Category:Kibaale District,4,"Category:Western Region, Uganda",9,0,Geography,,1
Category:Kigelia africana in Uganda,4,Category:Bignoniaceae in Uganda,9,0,Other,,1
Category:Kiwumulo Cave,4,Category:Ssese Islands,9,0,Other,,1
Category:Kyabazinga of Busoga,3,Category:Busoga,9,0,Other,,0
Category:Lake Mburo,4,Category:Lakes of Uganda,9,0,Geography,,1
Category:Life expectancy charts for Uganda in Russian,3,Category:Life expectancy charts for Uganda,9,0,Charts and data,,0
Category:Madi people,3,Category:Ethnic groups in Uganda,9,1,People,,0
Category:Maps of borders of Uganda,3,Category:Maps of Uganda,9,0,Geography,,0
Category:Maps of protected areas of Uganda,3,Category:Maps of Uganda,9,1,Geography,,0
Category:Masks of Uguanda,3,Category:Art of Uganda,9,0,Other,,0
Category:National Forestry Authority,3,Category:Forestry in Uganda,9,0,Other,,0
Category:National flag of Uganda,4,Category:Flags of Uganda,9,3,Other,,1
Category:Nilotic scene in ancient Roman mosaics,4,Category:Nilotic peoples,9,6,Other,,1
"Category:Nnenda hill, Kagulu",3,"Category:National Cultural Sites in Eastern Region, Uganda",9,0,Other,,0
Category:Nsamba Matovu,3,Category:Healthcare in Uganda,9,0,Other,,0
Category:Nuer people,4,Category:Nilotic peoples,9,2,People,,1
Category:Onions in Uganda,4,Category:Vegetables of Uganda,9,0,Other,,1
Category:OpenStreetMap maps of Uganda,3,Category:Maps of Uganda,9,0,Geography,,0
Category:Orange flowers in Uganda,4,Category:Flowers of Uganda by color,9,0,Other,,1
Category:Parliament of the Toro Kingdom,3,Category:Kingdom of Tooro,9,0,Government,,0
Category:Peanuts in Uganda,3,Category:Food of Uganda,9,1,Other,,0
Category:Poales in Uganda,3,Category:Plants of Uganda by order,9,1,Other,,0
Category:Politics of Uganda,1,Category:Uganda,9,18,Government,,0
Category:Post offices in Uganda,4,Category:Post of Uganda,9,2,Other,,1
Category:Robinah Nabbanja,3,Category:Ministry of Health (Uganda),9,0,Other,,0
Category:Rolex from Uganda,4,Category:Cuisine of Uganda,9,0,Other,,1
"Category:Rukarango tilting rock, rock shelter and Gong",3,"Category:National Cultural Sites in Western Region, Uganda",9,0,Other,,0
Category:Savanna in Uganda,3,Category:Nature of Uganda,9,1,Other,,0
Category:Sheraton Kampala Hotel,4,Category:Hotels in Kampala,9,0,Other,,1
Category:Sky over Uganda,3,Category:Nature of Uganda,9,8,Other,,0
Category:Slaughtering in Uganda,4,Category:Cuisine of Uganda,9,1,Other,,1
Category:Statues of people in Uganda,4,Category:Statues in Uganda,9,2,People,,1
Category:Textiles of Uganda,2,Category:Culture of Uganda,9,0,Other,,0
Category:The Flame Tree and other Folk-Lore Stories from Uganda (1900),3,Category:Books about Uganda,9,0,Environment,,0
Category:Traditional Wear for Baganda,3,Category:Buganda,9,0,Other,,0
Category:Trains of Uganda,4,Category:Rail vehicles of Uganda,9,1,Other,,1
Category:Unidentified Odonata of Uganda,4,Category:Unidentified insects of Uganda,9,0,Other,,1
Category:Violet flowers in Uganda,4,Category:Flowers of Uganda by color,9,0,Other,,1
Category:Voi railway station (MGR),4,Category:Uganda Railway,9,0,Buildings,,1
Category:Volcanoes in Uganda,3,Category:Geology of Uganda,9,7,Other,,0
Category:Water pumps in Uganda,4,Category:Water in Uganda,9,0,Other,,1
Category:Women's association football in Uganda,4,Category:Women's sports in Uganda,9,3,People,,1
Category:1892 maps of the Mombasa-Lake Viktoria Railway,4,Category:Old maps of Lake Victoria,8,0,Geography,,1
Category:1930 in Uganda,3,Category:Uganda by year,8,0,History,,0
Category:Actresses from Uganda,4,Category:Women of Uganda by occupation,8,8,Other,,1
Category:Aerial photographs of Kampala,3,Category:Views of Kampala,8,0,Other,,0
Category:Amama Mbabazi,4,Category:Men of Uganda by name,8,0,Other,,1
Category:Amuru District,4,"Category:Northern Region, Uganda",8,2,Geography,,1
Category:Animals of Kibale National Park,4,Category:Animals of Uganda,8,3,Environment,,1
Category:Apollo Kaggwa,4,Category:Men of Uganda by name,8,2,Other,,1
Category:BMP-2 IFVs in Ugandan service,4,Category:Armored fighting vehicles of Uganda,8,0,Other,,1
Category:Banana fiber craft of Uganda,2,Category:Culture of Uganda,8,0,Culture,,0
Category:Boat racing in Buganda,4,Category:Sports in Buganda,8,0,Other,,1
Category:Bongo people,3,Category:Ethnic groups in Uganda,8,1,People,,0
Category:Bumutoto Circumcision Site,3,"Category:National Cultural Sites in Eastern Region, Uganda",8,0,Other,,0
Category:Bweranyangi Girls' Secondary School,3,Category:Schools in Uganda,8,0,Buildings,,0
Category:Carrots in Uganda,4,Category:Vegetables of Uganda,8,0,Other,,1
Category:Chris Baryomunsi,3,Category:People of Uganda,8,0,Other,,0
Category:Cityscapes in Uganda,2,Category:Views of Uganda,8,1,Other,,0
Category:Corruption in Uganda,2,Category:Economy of Uganda,8,0,Other,,0
Category:Cultivated plants of Uganda,3,Category:Agriculture in Uganda,8,1,Environment,,0
Category:Cultural Research Centre Museum Jinja,4,Category:Community Museums in Uganda,8,0,Culture,,1
Category:Cyperus papyrus in Uganda,4,Category:Poales in Uganda,8,0,Other,,1
Category:David Muhoozi,4,Category:Men of Uganda by name,8,0,Other,,1
Category:Dendrosenecio adnivalis,4,Category:Flora of Uganda,8,0,Other,,1
Category:Dolwe Island,3,"Category:National Cultural Sites in Eastern Region, Uganda",8,0,Geography,,0
Category:East African Railways,3,Category:Rail transport in Uganda,8,5,Buildings,,0
Category:Echuya Central Forest Reserve,4,Category:Important Bird Areas of Uganda,8,0,Environment,,1
Category:Economy of Kampala,2,Category:Economy of Uganda,8,4,Economy,,0
Category:Eighteen years in Uganda and East Africa (1911),3,Category:Books about Uganda,8,0,Other,,0
Category:Energy in Uganda,2,Category:Uganda by topic,8,9,Other,,0
Category:Farmers of Uganda,3,Category:People of Uganda by occupation,8,0,Other,,0
Category:Festivals in Uganda,3,Category:Events in Uganda,8,0,Culture,,0
Category:Flags of the Congo Free State,3,Category:Historical flags of Uganda,8,0,Other,,0
Category:Fungi of Uganda,3,Category:Biology in Uganda,8,4,Other,,0
Category:Fur clothing of Luo people,4,Category:Luo people,8,0,People,,1
Category:Government of Uganda,2,Category:Uganda by topic,8,15,Government,,0
Category:Green impressions in Uganda,3,Category:Impressions in Uganda by color,8,1,Other,,0
Category:Greenhouses in Uganda,3,Category:Agriculture in Uganda,8,0,Other,,0
Category:Haplochromis latifasciatus,4,Category:Fish of Uganda,8,0,Other,,1
Category:Health in Kampala,2,Category:Health in Uganda,8,2,Health,,0
Category:Human rights activists from Uganda,3,Category:Human rights in Uganda,8,6,Other,,0
Category:Human rights in Uganda,2,Category:Politics of Uganda,8,5,Other,,0
Category:Human rights statistics of Uganda,3,Category:Statistics of Uganda,8,0,Charts and data,,0
Category:Jinja District,4,"Category:Eastern Region, Uganda",8,4,Geography,,1
Category:Joyce Nakatumba Nabende,3,Category:Scientists from Uganda,8,0,Other,,0
Category:Kabale Irish Potato Market,4,Category:Markets in Uganda,8,0,Economy,,1
Category:Kampala International University,4,Category:Universities in Uganda,8,1,Other,,1
Category:Kirundi language,3,Category:Languages of Uganda,8,0,Other,,0
Category:Kumi District,4,"Category:Eastern Region, Uganda",8,2,Geography,,1
Category:Lake Mwamba,4,"Category:Western Region, Uganda",8,0,Geography,,1
Category:Lake Nabugabo,4,Category:Lakes of Uganda,8,0,Geography,,1
Category:Lawyers from Uganda,4,Category:Jurists from Uganda,8,8,Other,,1
Category:Lower Bigo Bog,4,Category:Rwenzori Mountains National Park,8,0,Other,,1
